Product Code,Old Product Code,Manufacturer,Product Description,Unit of Measure,Trade Price,Sell Price,Bar Code,Group Description,Sub Group-1 Description,Sub Group-2 Description
10305787,MAEWLN-G6.3M32,MAE,MAEWLN-G6.3M32: Wall Lock  Needle Point Screws 6.3 G x  32mm,PK,0.00,92.52,,TOOLS  FASTENERS  LADDERS & AC,TOOLS,TOOL ACCESSORIES
10320239,AGY1036BC,AGY,AGY1036BC: Ase Dektite BK 0-35Mm,EA,0.00,4.76,,POWER SUPPLY,POWER SUPPLY SOLAR,SOLAR ACCESSORIES
10324640,SYASL2115/40TCD,SYA,SYASL2115/40TCD: LED OYSTER KINGSTON 420MM DIA. 30W 3/4/5.  DIM. IP54 WHITE,EA,0.00,71.47,9328623134119,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10325598,ETCFL3C32020BK,ETC,ETCFL3C32020BK: Cable Flex 3  Core 1.00mm Black,MT,0.00,1.87,,CABLE,PVC POWER CABLE,FLEXIBLE CABLE
10346114,OLX1630023,OLX,OLX1630023: Mobiway Boost Plastic Spool/Dr OLXFT2CEBOOSTDRUM,EA,0.00,3.54,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10353114,AMPCS25,AMP,AMPCS25: CABLE LINK 25MM,EA,0.00,2.43,9323441042110,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS NON-INSULATED
10356543,EGL206222,EGL,EGL206222: DC FAN WALL  CONTROL,EA,0.00,43.58,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10359403,LENEFD310RLCCT,LEN,LENEFD310RLCCT: EX FAN  CEILING ROUND CCT LED 15W  295MM CUTOUT,EA,0.00,135.75,9323441040871,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10367557,LENEFD270RLCCT,LEN,LENEFD270RLCCT: EX FAN CEILING ROUND CCT LED 12W 240MM CUTOUT,EA,0.00,121.66,,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10367576,VNAPET1204WH-L,VNA,VNAPET1204WH-L: PETRUS DC - 48/1200mm Glass Fibre 4 Blade DC Ceiling Fan w/ 20W LED,EA,0.00,203.17,9339310015352,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
10367577,VNAPET1304WH,VNA,VNAPET1304WH: PETRUS DC - 52/1300mm Glass Fibre Composi  Blade DC Ceiling Fan - White,EA,0.00,171.60,9339310015369,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
10374080,RENFLW-10060,REN,RENFLW-10060: Renelite Floodlight 60W/80W/100W IP66 IK08 120° 3K/4K/5K,EA,0.00,118.43,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED FLOOD LIGHT FITTINGS
10374101,RENFLW-200120,REN,RENFLW-200120: Renelight Floodlight 120W/160W/200W IP66 IK08 120° 3K/4K/5K,EA,0.00,195.12,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED FLOOD LIGHT FITTINGS
10376971,OMEJB5,OME,OMEJB5: FND Junction Box Smal 70x65x34mm Quarter Turn White,EA,0.00,2.98,,ENCLOSURES,ADAPTABLE BOXES & J BOXES,ADAPTABLE BOXES & J BOXES
10382638,RENBL20W,REN,RENBL20W: BATTEN LIGHT CCT 600 IP20 PA16 3000-5700K 240V,EA,0.00,38.66,9323441001483,LIGHT FITTINGS,INDUSTRIAL/COMMERCIAL LIGHT FI,INDUSTRIAL/COMMERCIAL LIGHT FI
10385077,OMERENFLW-5040,OME,OMERENFLW-5040: Renelight Floodlight 40W/50W IP66 IK07 Colour Select 3K/4K/5K,EA,0.00,59.95,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10417798,TDRPU4X4MBBK,TDR,TDRPU4X4MBBK: 4X4 MOUNTING  BLOCK WITH BACKING PLATE  BLACK,EA,0.00,31.27,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,MOUNTING BLOCKS
10433565,RENRENBLVP18,REN,RENRENBLVP18: Vandal Proof 3CCT IP66 IK10 18W 3000-5700K 240V,EA,0.00,84.46,9323441043841,LIGHT FITTINGS,INDUSTRIAL/COMMERCIAL LIGHT FI,INDUSTRIAL/COMMERCIAL LIGHT FI
10449448,UVTUTCEK2,UVT,UVTUTCEK2: Cord End Sleeve  KIT0.34mm-10.0mm²0. Twins +  CRIMP,EA,0.00,401.76,,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS INSULATED
